,date,date_date,choice:id,value,week_label,week_label_cs,normalized_choice_id,pollster:id,identifier
0,2017-11-02,2017-11-02,ANO,0.3178712175032711,W44/17,týd 44/17,ANO,CVVM,27
1,2017-11-02,2017-11-02,ANO,0.3178712175032711,W44/17,týd 44/17,ANO,Data Collect,4
2,2017-11-02,2017-11-02,ANO,0.3178712175032711,W44/17,týd 44/17,ANO,Ipsos,5
3,2017-11-02,2017-11-02,ANO,0.3178712175032711,W44/17,týd 44/17,ANO,Kantar,40
4,2017-11-02,2017-11-02,ANO,0.3178712175032711,W44/17,týd 44/17,ANO,Median,27
5,2017-11-02,2017-11-02,ANO,0.3178712175032711,W44/17,týd 44/17,ANO,STEM,17
6,2017-11-09,2017-11-09,ANO,0.317871217503271,W45/17,týd 45/17,ANO,CVVM,27
7,2017-11-09,2017-11-09,ANO,0.317871217503271,W45/17,týd 45/17,ANO,Data Collect,4
8,2017-11-09,2017-11-09,ANO,0.317871217503271,W45/17,týd 45/17,ANO,Ipsos,5
9,2017-11-09,2017-11-09,ANO,0.317871217503271,W45/17,týd 45/17,ANO,Kantar,40
10,2017-11-09,2017-11-09,ANO,0.317871217503271,W45/17,týd 45/17,ANO,Median,27
11,2017-11-09,2017-11-09,ANO,0.317871217503271,W45/17,týd 45/17,ANO,STEM,17
12,2017-11-16,2017-11-16,ANO,0.31852847886064123,W46/17,týd 46/17,ANO,CVVM,27
13,2017-11-16,2017-11-16,ANO,0.31852847886064123,W46/17,týd 46/17,ANO,Data Collect,4
14,2017-11-16,2017-11-16,ANO,0.31852847886064123,W46/17,týd 46/17,ANO,Ipsos,5
15,2017-11-16,2017-11-16,ANO,0.31852847886064123,W46/17,týd 46/17,ANO,Kantar,40
16,2017-11-16,2017-11-16,ANO,0.31852847886064123,W46/17,týd 46/17,ANO,Median,27
17,2017-11-16,2017-11-16,ANO,0.31852847886064123,W46/17,týd 46/17,ANO,STEM,17
18,2017-11-23,2017-11-23,ANO,0.3207016009010344,W47/17,týd 47/17,ANO,CVVM,27
19,2017-11-23,2017-11-23,ANO,0.3207016009010344,W47/17,týd 47/17,ANO,Data Collect,4
20,2017-11-23,2017-11-23,ANO,0.3207016009010344,W47/17,týd 47/17,ANO,Ipsos,5
21,2017-11-23,2017-11-23,ANO,0.3207016009010344,W47/17,týd 47/17,ANO,Kantar,40
22,2017-11-23,2017-11-23,ANO,0.3207016009010344,W47/17,týd 47/17,ANO,Median,27
23,2017-11-23,2017-11-23,ANO,0.3207016009010344,W47/17,týd 47/17,ANO,STEM,17
24,2017-11-30,2017-11-30,ANO,0.32262153226840723,W48/17,týd 48/17,ANO,CVVM,27
25,2017-11-30,2017-11-30,ANO,0.32262153226840723,W48/17,týd 48/17,ANO,Data Collect,4
26,2017-11-30,2017-11-30,ANO,0.32262153226840723,W48/17,týd 48/17,ANO,Ipsos,5
27,2017-11-30,2017-11-30,ANO,0.32262153226840723,W48/17,týd 48/17,ANO,Kantar,40
28,2017-11-30,2017-11-30,ANO,0.32262153226840723,W48/17,týd 48/17,ANO,Median,27
29,2017-11-30,2017-11-30,ANO,0.32262153226840723,W48/17,týd 48/17,ANO,STEM,17
30,2017-12-07,2017-12-07,ANO,0.32424892992461757,W49/17,týd 49/17,ANO,CVVM,27
31,2017-12-07,2017-12-07,ANO,0.32424892992461757,W49/17,týd 49/17,ANO,Data Collect,4
32,2017-12-07,2017-12-07,ANO,0.32424892992461757,W49/17,týd 49/17,ANO,Ipsos,5
33,2017-12-07,2017-12-07,ANO,0.32424892992461757,W49/17,týd 49/17,ANO,Kantar,40
34,2017-12-07,2017-12-07,ANO,0.32424892992461757,W49/17,týd 49/17,ANO,Median,27
35,2017-12-07,2017-12-07,ANO,0.32424892992461757,W49/17,týd 49/17,ANO,STEM,17
36,2017-12-14,2017-12-14,ANO,0.32348163507463773,W50/17,týd 50/17,ANO,CVVM,27
37,2017-12-14,2017-12-14,ANO,0.32348163507463773,W50/17,týd 50/17,ANO,Data Collect,4
38,2017-12-14,2017-12-14,ANO,0.32348163507463773,W50/17,týd 50/17,ANO,Ipsos,5
39,2017-12-14,2017-12-14,ANO,0.32348163507463773,W50/17,týd 50/17,ANO,Kantar,40
40,2017-12-14,2017-12-14,ANO,0.32348163507463773,W50/17,týd 50/17,ANO,Median,27
41,2017-12-14,2017-12-14,ANO,0.32348163507463773,W50/17,týd 50/17,ANO,STEM,17
42,2017-12-21,2017-12-21,ANO,0.3219034545164494,W51/17,týd 51/17,ANO,CVVM,27
43,2017-12-21,2017-12-21,ANO,0.3219034545164494,W51/17,týd 51/17,ANO,Data Collect,4
44,2017-12-21,2017-12-21,ANO,0.3219034545164494,W51/17,týd 51/17,ANO,Ipsos,5
45,2017-12-21,2017-12-21,ANO,0.3219034545164494,W51/17,týd 51/17,ANO,Kantar,40
46,2017-12-21,2017-12-21,ANO,0.3219034545164494,W51/17,týd 51/17,ANO,Median,27
47,2017-12-21,2017-12-21,ANO,0.3219034545164494,W51/17,týd 51/17,ANO,STEM,17
48,2017-12-28,2017-12-28,ANO,0.32046849474549677,W52/17,týd 52/17,ANO,CVVM,27
49,2017-12-28,2017-12-28,ANO,0.32046849474549677,W52/17,týd 52/17,ANO,Data Collect,4
50,2017-12-28,2017-12-28,ANO,0.32046849474549677,W52/17,týd 52/17,ANO,Ipsos,5
51,2017-12-28,2017-12-28,ANO,0.32046849474549677,W52/17,týd 52/17,ANO,Kantar,40
52,2017-12-28,2017-12-28,ANO,0.32046849474549677,W52/17,týd 52/17,ANO,Median,27
53,2017-12-28,2017-12-28,ANO,0.32046849474549677,W52/17,týd 52/17,ANO,STEM,17
54,2018-01-04,2018-01-04,ANO,0.31922107930567345,W01/18,týd 01/18,ANO,CVVM,27
55,2018-01-04,2018-01-04,ANO,0.31922107930567345,W01/18,týd 01/18,ANO,Data Collect,4
56,2018-01-04,2018-01-04,ANO,0.31922107930567345,W01/18,týd 01/18,ANO,Ipsos,5
