,date,date_date,choice:id,value,week_label,week_label_cs,normalized_choice_id,pollster:id,identifier
0,2017-11-02,2017-11-02,ANO,0.317871217503242,W44/17,týd 44/17,ANO,CVVM,29
1,2017-11-02,2017-11-02,ANO,0.317871217503242,W44/17,týd 44/17,ANO,Data Collect,6
2,2017-11-02,2017-11-02,ANO,0.317871217503242,W44/17,týd 44/17,ANO,Ipsos,6
3,2017-11-02,2017-11-02,ANO,0.317871217503242,W44/17,týd 44/17,ANO,Kantar,44
4,2017-11-02,2017-11-02,ANO,0.317871217503242,W44/17,týd 44/17,ANO,Median,30
5,2017-11-02,2017-11-02,ANO,0.317871217503242,W44/17,týd 44/17,ANO,STEM,20
6,2017-11-09,2017-11-09,ANO,0.3178712175032419,W45/17,týd 45/17,ANO,CVVM,29
7,2017-11-09,2017-11-09,ANO,0.3178712175032419,W45/17,týd 45/17,ANO,Data Collect,6
8,2017-11-09,2017-11-09,ANO,0.3178712175032419,W45/17,týd 45/17,ANO,Ipsos,6
9,2017-11-09,2017-11-09,ANO,0.3178712175032419,W45/17,týd 45/17,ANO,Kantar,44
10,2017-11-09,2017-11-09,ANO,0.3178712175032419,W45/17,týd 45/17,ANO,Median,30
11,2017-11-09,2017-11-09,ANO,0.3178712175032419,W45/17,týd 45/17,ANO,STEM,20
12,2017-11-16,2017-11-16,ANO,0.31852847886061075,W46/17,týd 46/17,ANO,CVVM,29
13,2017-11-16,2017-11-16,ANO,0.31852847886061075,W46/17,týd 46/17,ANO,Data Collect,6
14,2017-11-16,2017-11-16,ANO,0.31852847886061075,W46/17,týd 46/17,ANO,Ipsos,6
15,2017-11-16,2017-11-16,ANO,0.31852847886061075,W46/17,týd 46/17,ANO,Kantar,44
16,2017-11-16,2017-11-16,ANO,0.31852847886061075,W46/17,týd 46/17,ANO,Median,30
17,2017-11-16,2017-11-16,ANO,0.31852847886061075,W46/17,týd 46/17,ANO,STEM,20
18,2017-11-23,2017-11-23,ANO,0.3207016009009996,W47/17,týd 47/17,ANO,CVVM,29
19,2017-11-23,2017-11-23,ANO,0.3207016009009996,W47/17,týd 47/17,ANO,Data Collect,6
20,2017-11-23,2017-11-23,ANO,0.3207016009009996,W47/17,týd 47/17,ANO,Ipsos,6
21,2017-11-23,2017-11-23,ANO,0.3207016009009996,W47/17,týd 47/17,ANO,Kantar,44
22,2017-11-23,2017-11-23,ANO,0.3207016009009996,W47/17,týd 47/17,ANO,Median,30
23,2017-11-23,2017-11-23,ANO,0.3207016009009996,W47/17,týd 47/17,ANO,STEM,20
24,2017-11-30,2017-11-30,ANO,0.32262153226836837,W48/17,týd 48/17,ANO,CVVM,29
25,2017-11-30,2017-11-30,ANO,0.32262153226836837,W48/17,týd 48/17,ANO,Data Collect,6
26,2017-11-30,2017-11-30,ANO,0.32262153226836837,W48/17,týd 48/17,ANO,Ipsos,6
27,2017-11-30,2017-11-30,ANO,0.32262153226836837,W48/17,týd 48/17,ANO,Kantar,44
28,2017-11-30,2017-11-30,ANO,0.32262153226836837,W48/17,týd 48/17,ANO,Median,30
29,2017-11-30,2017-11-30,ANO,0.32262153226836837,W48/17,týd 48/17,ANO,STEM,20
30,2017-12-07,2017-12-07,ANO,0.324248929924575,W49/17,týd 49/17,ANO,CVVM,29
31,2017-12-07,2017-12-07,ANO,0.324248929924575,W49/17,týd 49/17,ANO,Data Collect,6
32,2017-12-07,2017-12-07,ANO,0.324248929924575,W49/17,týd 49/17,ANO,Ipsos,6
33,2017-12-07,2017-12-07,ANO,0.324248929924575,W49/17,týd 49/17,ANO,Kantar,44
34,2017-12-07,2017-12-07,ANO,0.324248929924575,W49/17,týd 49/17,ANO,Median,30
35,2017-12-07,2017-12-07,ANO,0.324248929924575,W49/17,týd 49/17,ANO,STEM,20
36,2017-12-14,2017-12-14,ANO,0.32348163507459016,W50/17,týd 50/17,ANO,CVVM,29
37,2017-12-14,2017-12-14,ANO,0.32348163507459016,W50/17,týd 50/17,ANO,Data Collect,6
38,2017-12-14,2017-12-14,ANO,0.32348163507459016,W50/17,týd 50/17,ANO,Ipsos,6
39,2017-12-14,2017-12-14,ANO,0.32348163507459016,W50/17,týd 50/17,ANO,Kantar,44
40,2017-12-14,2017-12-14,ANO,0.32348163507459016,W50/17,týd 50/17,ANO,Median,30
41,2017-12-14,2017-12-14,ANO,0.32348163507459016,W50/17,týd 50/17,ANO,STEM,20
